Id,App,Category,Content_Rating,Genres,Android Ver,Rating,Last_Updated
65090336,Tickets PDA Exam,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.1 and up,4.9,15-Jul-18
54874164,Pick Your Part Garage,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,6.0 and up,3.9,24-Jul-18
48124184,PakWheels Buy Sell Cars,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.2 and up,4.4,27-Jul-18
39976851,Supervision service,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,5.0 and up,4,30-Jul-18
12714441,Speed Camera Detector Traffic Speed Alert,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.0.3 and up,4.3,23-Jul-18
78587334,Used car search Goo net whole car Go to net,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.4 and up,3.7,23-Jul-18
85919383,BEST CAR SOUNDS,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,2.3 and up,4.3,29-Jul-18
76747400,RST Sale of cars on the PCT,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.0.3 and up,3.2,27-Apr-18
76175103,SMS Park,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.1 and up,4.5,16-May-18
94089033,SKencar,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.0.3 and up,3.7,31-Jul-18
84830932,auto fines,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.0.3 and up,4.6,02-Aug-18
73851515,Used car is the first car used car purchase used car quotation dealer information to,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.0.3 and up,4.6,23-Jul-18
14370478,All of the parking lot National Park application parking lot search parking sharing discount payment,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.0 and up,4,02-Jun-18
46187898,Inquiry Fines and Debits of Vehicles,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.0.3 and up,4.4,20-Mar-18
30645555,Gas Station,AUTO_AND_VEHICLES,Everyone,Auto & Vehicles,4.0 and up,4,21-Apr-18
59213855,Hush Beauty for Everyone,BEAUTY,Everyone,Beauty,5.0 and up,4.7,02-Aug-18
42505333,ipsy Makeup Beauty and Tips,BEAUTY,Everyone,Beauty,4.1 and up,4.9,09-Nov-17
75041455,Natural recipes for your beauty,BEAUTY,Everyone,Beauty,4.1 and up,4.7,15-May-18
44291768,BestCam Selfieselfie beauty camera photo editor,BEAUTY,Everyone,Beauty,4.0.3 and up,3.9,12-Jul-18
26117674,Beauty Selfie Camera,BEAUTY,Everyone,Beauty,4.1 and up,4.2,28-Feb-18
20160947,Hairstyles step by step,BEAUTY,Everyone,Beauty,4.0.3 and up,4.6,25-Jul-18
76153883,Filters for Selfie,BEAUTY,Everyone,Beauty,4.0 and up,4.3,10-May-18
38483995,Tie Always be happy,BEAUTY,Everyone,Beauty,4.2 and up,4.7,21-Jun-18
65161357,Ulta Beauty,BEAUTY,Everyone,Beauty,5.0 and up,4.7,05-Jun-18
17893889,Prom MakeUp Tutorial,BEAUTY,Everyone,Beauty,4.0.3 and up,4.8,26-Jun-18
85762478,Sweet Selfie Beauty Camera,BEAUTY,Everyone,Beauty,4.0 and up,4.3,02-Jun-18
29746593,Colors of white in Urdu,BEAUTY,Everyone,Beauty,4.0 and up,4.5,26-Jul-18
65620049,Selfie Camera Photo Editor Filter Sticker,BEAUTY,Teen,Beauty,4.0.3 and up,4.1,24-Jul-18
50814705,Eyes Makeup Beauty Tips,BEAUTY,Everyone,Beauty,4.0.3 and up,4.2,09-Apr-18
65712798,Photo Editor,BEAUTY,Everyone,Beauty,4.0.3 and up,4.5,01-Mar-18
26058407,Step By Step Eyes Makeup Tutorial,BEAUTY,Everyone,Beauty,4.0.3 and up,4.4,05-Apr-18
71358539,Mirror Camera Mirror Selfie Camera,BEAUTY,Everyone,Beauty,4.0 and up,4.1,21-Nov-17
57184687,Beauty Tips Beauty Tips in Sinhala,BEAUTY,Everyone,Beauty,4.0.3 and up,4.4,18-Oct-17
43401380,Haircut TutorialsHaircut Videos,BEAUTY,Everyone,Beauty,4.0 and up,4.6,29-May-18
82119384,Sephora Skin Care Beauty Makeup Fragrance Shop,BEAUTY,Everyone,Beauty,5.0 and up,4.5,24-Jul-18
40708405,Sticker Camera Selfie Filters Beauty Camera,BEAUTY,Everyone,Beauty,4.0.3 and up,3.9,12-Jul-18
62905763,Filters for B Live,BEAUTY,Everyone,Beauty,4.0 and up,4.4,14-May-18
42453430,Facial Wrinkle Reduction,BEAUTY,Everyone,Beauty,4.1 and up,4.6,02-Jul-18
57451995,Makeup Videos,BEAUTY,Everyone,Beauty,4.0 and up,3.8,07-Jun-18
26085421,Discover Color,BEAUTY,Everyone,Beauty,4.0.3 and up,4,24-May-18
46704664,Eyeliner step by step,BEAUTY,Everyone,Beauty,4.0.3 and up,4.3,01-Jun-18
73118390,Dresses Ideas Fashions,BEAUTY,Mature 17+,Beauty,1.6 and up,4.5,01-Mar-17
11622983,Step By Step Hairstyles For Women,BEAUTY,Everyone,Beauty,4.0.3 and up,4.1,05-Apr-18
29104797,Rainbow Camera,BEAUTY,Everyone,Beauty,4.0 and up,3.7,30-Jul-18
42657771,Methods of teeth whitening,BEAUTY,Everyone,Beauty,4.0.3 and up,4.7,07-Aug-17
38544486,Girls hairstyles,BEAUTY,Everyone,Beauty,4.0.3 and up,4.2,28-May-18
62425609,EBook Read Read Book for free,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.4 and up,4.5,03-Aug-18
21146361,Download free book with green book,BOOKS_AND_REFERENCE,Everyone 10+,Books & Reference,4.0 and up,4.6,31-Jul-17
35659589,Free Panda Radio Music,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.1 and up,4.5,27-Mar-18
80729536,Book store,BOOKS_AND_REFERENCE,Teen,Books & Reference,4.0 and up,4.4,06-Jun-18
35527185,English Grammar Complete Handbook,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0 and up,4.6,21-Jan-18
89763538,Free Books Spirit Fanfiction and Stories,BOOKS_AND_REFERENCE,Teen,Books & Reference,4.0.3 and up,4.8,01-Aug-18
83497218,AlReader any text book reader,BOOKS_AND_REFERENCE,Everyone,Books & Reference,2.3 and up,4.6,27-May-18
30299984,Offline English Dictionary,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0.3 and up,4.2,17-Jul-18
56266242,Oxford Dictionary of English Free,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.1 and up,4.1,11-Jul-18
84425358,Offline English to Tagalog Dictionary,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0.3 and up,4.7,04-Aug-18
61427318,FamilySearch Tree,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.1 and up,4.3,20-Jul-18
93567121,Cloud of Books,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.1 and up,3.3,27-Apr-18
24297368,Recipes of Prophetic Medicine for free,BOOKS_AND_REFERENCE,Everyone,Books & Reference,2.3 and up,4.6,17-May-18
92055214,ReadEra free ebook reader,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.1 and up,4.8,02-Jun-18
38614682,Ebook Reader,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0 and up,4.1,25-Jun-18
57648963,Litnet Ebooks,BOOKS_AND_REFERENCE,Teen,Books & Reference,4.0 and up,4.6,04-Jul-18
53522016,Read books online,BOOKS_AND_REFERENCE,Mature 17+,Books & Reference,4.1 and up,4.1,29-Jun-18
17579160,English to Urdu Dictionary,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0.3 and up,4.6,23-Nov-17
51779304,eBoox book reader fb epub zip,BOOKS_AND_REFERENCE,Everyone,Books & Reference,3.0 and up,4.7,20-Jun-18
41472406,English Persian Dictionary,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0.3 and up,4.5,01-Aug-18
75493112,Flybook,BOOKS_AND_REFERENCE,Mature 17+,Books & Reference,2.1 and up,3.9,16-Oct-14
71276551,All Maths Formulas,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.4 and up,4.4,11-Jul-18
30789385,HTC Help,BOOKS_AND_REFERENCE,Everyone,Books & Reference,7.0 and up,4.2,28-Aug-17
67138951,English translation from Bengali,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0 and up,4.5,31-Mar-18
72099806,Pdf Book Download Read Pdf Book,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0.3 and up,4.4,28-May-18
42204451,Free Book Reader,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0.3 and up,3.4,20-Aug-16
13731713,eBoox new Reader for fb epub zip books,BOOKS_AND_REFERENCE,Everyone,Books & Reference,3.0 and up,4.9,17-Jul-18
68478450,Only days in English the guideline is guaranteed,BOOKS_AND_REFERENCE,Everyone,Books & Reference,3.0 and up,4.6,16-Jun-18
13926695,EnglishMyanmar Dictionary,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0 and up,4.4,28-Jul-18
27308425,Golden Dictionary ENAR,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.2 and up,4.4,19-Jul-18
31314198,All Language Translator Free,BOOKS_AND_REFERENCE,Everyone,Books & Reference,4.0.3 and up,4.4,29-Jul-18
84059123,Azpen eReader,BOOKS_AND_REFERENCE,Everyone,Books & Reference,2.2 and up,3.5,15-Feb-18
69265072,English Dictionary Offline,BOOKS_AND_REFERENCE,Everyone 10+,Books & Reference,4.2 and up,4.4,20-Mar-18
76454568,ADP Mobile Solutions,BUSINESS,Everyone,Business,5.0 and up,4.3,17-Jul-18
36019933,Google My Business,BUSINESS,Everyone,Business,4.4 and up,4.4,24-Jul-18
89803873,OfficeSuite Free Office PDF Editor,BUSINESS,Everyone,Business,4.1 and up,4.3,02-Aug-18
25177538,USPS MOBILE,BUSINESS,Everyone,Business,4.0.3 and up,3.9,14-Jun-18
33658920,Job Search by ZipRecruiter,BUSINESS,Everyone,Business,5.0 and up,4.8,19-Jul-18
50843684,Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,Everyone,Business,4.1 and up,4.5,08-Jul-18
19099792,Google Primer,BUSINESS,Everyone,Business,4.1 and up,4.4,26-Jun-18
87569626,Alba Heaven Alvarez Job Portal Services,BUSINESS,Everyone,Business,4.0.3 and up,4,31-Jul-18
39799595,SuperLivePro,BUSINESS,Everyone,Business,1.5 and up,4.3,13-Apr-16
37050911,Polaris Office for LG,BUSINESS,Everyone,Business,4.1 and up,4.2,08-Feb-18
65155639,Call Blocker,BUSINESS,Everyone,Business,4.0 and up,4.6,21-Jun-18
59999526,PluginAOT v,BUSINESS,Everyone,Business,2.2 and up,3.1,11-Sep-15
12310298,Kariyernet,BUSINESS,Everyone,Business,4.1 and up,3.9,18-Jul-18
69782549,Become a Job Find a job or advertise,BUSINESS,Everyone,Business,4.1 and up,4.1,10-Jul-18
70352328,ZOOM Cloud Meetings,BUSINESS,Everyone,Business,4.0 and up,4.4,20-Jul-18
79259856,Facebook Ads Manager,BUSINESS,Everyone,Business,4.1 and up,4.1,01-Aug-18
44355202,IndiaMART Search Products Buy Sell Trade,BUSINESS,Everyone,Business,4.0 and up,4.5,02-Aug-18
19592137,ViettelPost express delivery,BUSINESS,Everyone,Business,4.1 and up,4.4,01-Aug-18
50766918,MyASUS Service Center,BUSINESS,Everyone,Business,4.2 and up,4.4,04-Jul-18
56856792,Job Korea Career Jobs,BUSINESS,Everyone,Business,4.0 and up,4.3,01-Aug-18
37986963, Looking for a job looking for a job looking for a job looking for a parttime job health checkup resume treatment room,BUSINESS,Everyone,Business,4.0 and up,4.4,27-Jul-18
50090076,Myanmar DD,BUSINESS,Everyone,Business,4.0.3 and up,4.6,08-Jun-18
92134995,sABN,BUSINESS,Everyone,Business,2.2 and up,4.4,26-Mar-18
51491432,ATI Cargoes and Transportation,BUSINESS,Everyone,Business,4.0.3 and up,4.7,24-Jul-18
78484585,Secure Folder,BUSINESS,Everyone,Business,7.0 and up,3.8,31-Jan-18
90834644,Tiny Scanner PDF Scanner App,BUSINESS,Everyone,Business,3.0 and up,4.7,30-May-17
64084288,Fast Scanner Free PDF Scan,BUSINESS,Everyone,Business,4.1 and up,4.5,11-Jul-18
29761718,Mobile Doc Scanner MDScan Lite,BUSINESS,Everyone,Business,4.1 and up,4.2,02-Aug-18
84417677,TurboScan scan documents and receipts in PDF,BUSINESS,Everyone,Business,4.0 and up,4.7,25-Mar-18
89858768,Tiny Scanner Pro PDF Doc Scan,BUSINESS,Everyone,Business,3.0 and up,4.8,11-Apr-17
21006510,Zenefits,BUSINESS,Everyone,Business,4.1 and up,4.2,15-Jun-18
98952018,Google Ads,BUSINESS,Everyone,Business,4.0.3 and up,4.3,30-Jul-18
99466555,Google My Business,BUSINESS,Everyone,Business,4.4 and up,4.4,24-Jul-18
70327001,FreshBooks Classic,BUSINESS,Everyone,Business,4.2 and up,4.1,18-Apr-18
84131764,Insightly CRM,BUSINESS,Everyone,Business,5.0 and up,3.8,12-Jul-18
21034875,QuickBooks Accounting Invoicing Expenses,BUSINESS,Everyone,Business,4.1 and up,4.3,13-Jul-18
78167675,HipChat Chat Built for Teams,BUSINESS,Everyone,Business,4.1 and up,3.8,03-Jul-18
62204034,MailChimp Email Marketing Automation,BUSINESS,Everyone,Business,5.0 and up,4.1,25-Jul-18
71479329,Crew Free Messaging and Scheduling,BUSINESS,Everyone,Business,4.0.3 and up,4.6,20-Jul-18
77999285,Asana organize team projects,BUSINESS,Everyone,Business,5.0 and up,4.3,26-Jul-18
76564530,Google Analytics,BUSINESS,Everyone,Business,4.4 and up,4.5,13-Feb-18
81938778,AdWords Express,BUSINESS,Everyone,Business,4.0 and up,4.1,31-Jul-18
58516157,Accounting App Zoho Books,BUSINESS,Everyone,Business,4.1 and up,4.5,02-Aug-18
40580204,Invoice Time Tracking Zoho,BUSINESS,Everyone,Business,4.1 and up,4.6,02-Aug-18
35070777,joinme Simple Meetings,BUSINESS,Everyone,Business,4.4 and up,4,16-Jul-18
20386113,Invoice go Professional Invoices and Estimates,BUSINESS,Everyone,Business,4.1 and up,4.2,01-Aug-18
81491249,Cisco Webex Meetings,BUSINESS,Everyone,Business,4.3 and up,4.4,20-Jul-18
24251429,ZOOM Cloud Meetings,BUSINESS,Everyone,Business,4.0 and up,4.4,20-Jul-18
94393652,ScreenMeet Easy Phone Meeting,BUSINESS,Everyone,Business,5.0 and up,4,22-Mar-18
81867382,Cisco Webex Teams,BUSINESS,Everyone,Business,4.4 and up,4.2,02-Aug-18
30332530,Start Meeting,BUSINESS,Everyone,Business,4.0.3 and up,4.1,29-May-18
15100007,joinme Simple Meetings,BUSINESS,Everyone,Business,4.4 and up,4,16-Jul-18
92543469,ClickMeeting Webinars,BUSINESS,Everyone,Business,4.0 and up,3.8,30-Jul-18
54645864,BlueJeans for Android,BUSINESS,Everyone,Business,5.0 and up,3.9,29-Jun-18
17031915,Zenefits,BUSINESS,Everyone,Business,4.1 and up,4.2,15-Jun-18
71515918,Google Ads,BUSINESS,Everyone,Business,4.0.3 and up,4.3,30-Jul-18
21802737,Google My Business,BUSINESS,Everyone,Business,4.4 and up,4.4,24-Jul-18
41676786,FreshBooks Classic,BUSINESS,Everyone,Business,4.2 and up,4.1,18-Apr-18
87266503,Insightly CRM,BUSINESS,Everyone,Business,5.0 and up,3.8,12-Jul-18
93412580,QuickBooks Accounting Invoicing Expenses,BUSINESS,Everyone,Business,4.1 and up,4.3,13-Jul-18
46633959,HipChat Chat Built for Teams,BUSINESS,Everyone,Business,4.1 and up,3.8,03-Jul-18
35920157,MailChimp Email Marketing Automation,BUSINESS,Everyone,Business,5.0 and up,4.1,25-Jul-18
38313954,Crew Free Messaging and Scheduling,BUSINESS,Everyone,Business,4.0.3 and up,4.6,20-Jul-18
25411490,Asana organize team projects,BUSINESS,Everyone,Business,5.0 and up,4.3,26-Jul-18
44932445,Google Analytics,BUSINESS,Everyone,Business,4.4 and up,4.5,13-Feb-18
91684429,AdWords Express,BUSINESS,Everyone,Business,4.0 and up,4.1,31-Jul-18
65491201,Accounting App Zoho Books,BUSINESS,Everyone,Business,4.1 and up,4.5,02-Aug-18
13282753,Invoice Time Tracking Zoho,BUSINESS,Everyone,Business,4.1 and up,4.6,02-Aug-18
27587588,joinme Simple Meetings,BUSINESS,Everyone,Business,4.4 and up,4,16-Jul-18
38200694,Invoice go Professional Invoices and Estimates,BUSINESS,Everyone,Business,4.1 and up,4.2,01-Aug-18
91334677,Tiny Scanner PDF Scanner App,BUSINESS,Everyone,Business,3.0 and up,4.7,30-May-17
40973372,Fast Scanner Free PDF Scan,BUSINESS,Everyone,Business,4.1 and up,4.5,11-Jul-18
83509976,Mobile Doc Scanner MDScan Lite,BUSINESS,Everyone,Business,4.1 and up,4.2,02-Aug-18
42961538,TurboScan scan documents and receipts in PDF,BUSINESS,Everyone,Business,4.0 and up,4.7,25-Mar-18
58358882,Tiny Scanner Pro PDF Doc Scan,BUSINESS,Everyone,Business,3.0 and up,4.8,11-Apr-17
62112680,OfficeSuite Free Office PDF Editor,BUSINESS,Everyone,Business,4.1 and up,4.3,02-Aug-18
65377791,Verify Receipts Expenses,BUSINESS,Everyone,Business,5.0 and up,4.5,25-Jul-18
36170219,QuickBooks Accounting Invoicing Expenses,BUSINESS,Everyone,Business,4.1 and up,4.3,13-Jul-18
87354404,Manga Master Best manga comic reader,COMICS,Adults only 18+,Comics,4.1 and up,4.6,04-Jul-18
70232093,GANMA All original stories free of charge for all original comics,COMICS,Teen,Comics,4.1 and up,4.7,23-Jul-18
16120378,Röhrich Werner Soundboard,COMICS,Everyone,Comics,4.0.3 and up,4.7,16-Nov-17
47634359,Unicorn Pokez Color By Number,COMICS,Everyone,Comics,4.4 and up,4.8,03-Aug-18
38034332,MangaToon Comics updated Daily,COMICS,Mature 17+,Comics,4.1 and up,3.9,01-Aug-18
71809461,Manga Net Best Online Manga Reader,COMICS,Mature 17+,Comics,4.1 and up,4.1,07-Jul-18
61399655,Manga Rock Best Manga Reader,COMICS,Teen,Comics,5.0 and up,4.4,09-Jul-18
14358013,Manga read Thai translation,COMICS,Teen,Comics,4.0 and up,4.6,03-Jul-18
97886843,The Vietnam Story Fun Stories,COMICS,Everyone,Comics,2.3 and up,4.5,27-Dec-17
50980885,Dragon Ball Wallpaper Ringtones,COMICS,Everyone,Comics,4.0.3 and up,4.7,23-Jul-18
64408797,Funny Jokes Photos,COMICS,Everyone 10+,Comics,4.2 and up,4.4,03-Jul-18
72797769,Truyện Vui Tý Quậy,COMICS,Everyone,Comics,4.0.3 and up,4.5,19-Jul-18
25195362,Comic Es Shojo manga love comics free of charge,COMICS,Teen,Comics,4.0.3 and up,3.9,05-Mar-18
86193647,comico Popular Original Cartoon Updated Everyday Comico,COMICS,Teen,Comics,4.0.3 and up,3.2,03-Jul-18
