Id,Reviews,Size,Installs,Type,Price
89803873,1002861,35840,100000000,Free,0
25177538,16589,9318,1000000,Free,0
33658920,148945,25600,1000000,Free,0
50843684,4458,3994,500000,Free,0
19099792,62272,18432,10000000,Free,0
87569626,8941,12288,5000000,Free,0
39799595,46353,21504,1000000,Free,0
37050911,30847,56320,5000000,Free,0
65155639,188841,3277,5000000,Free,0
59999526,4034,23,100000,Free,0
12310298,45964,16384,1000000,Free,0
69782549,6903,14336,1000000,Free,0
70352328,31614,37888,10000000,Free,0
79259856,19023,0,1000000,Free,0
44355202,207372,11264,5000000,Free,0
19592137,1225,25600,100000,Free,0
50766918,380837,7475,10000000,Free,0
56856792,10600,6656,1000000,Free,0
37986963,74359,25600,1000000,Free,0
50090076,822,3174,100000,Free,0
92134995,2287,1536,1000000,Free,0
51491432,4162,7680,100000,Free,0
78484585,14760,8806,50000000,Free,0
90834644,286897,39936,10000000,Free,0
64084288,103755,14336,10000000,Free,0
29761718,46505,19456,1000000,Free,0
84417677,11442,6963,100000,Paid,4.99
89858768,10295,39936,100000,Paid,4.99
21006510,296,14336,50000,Free,0
98952018,29313,20480,5000000,Free,0
99466555,70991,0,5000000,Free,0
70327001,1802,26624,100000,Free,0
84131764,1383,52224,100000,Free,0
21034875,23175,41984,1000000,Free,0
78167675,5868,20480,500000,Free,0
62204034,5448,12288,500000,Free,0
71479329,4159,49152,500000,Free,0
77999285,20815,10240,1000000,Free,0
76564530,78662,22528,1000000,Free,0
81938778,7149,11264,1000000,Free,0
58516157,3079,8704,100000,Free,0
40580204,5800,8806,100000,Free,0
35070777,6989,0,1000000,Free,0
20386113,16422,28672,1000000,Free,0
81491249,108741,28672,10000000,Free,0
24251429,31614,37888,10000000,Free,0
94393652,624,9216,100000,Free,0
81867382,1661,47104,100000,Free,0
30332530,308,14336,50000,Free,0
15100007,6989,0,1000000,Free,0
92543469,5211,26624,1000000,Free,0
54645864,1058,23552,500000,Free,0
17031915,296,14336,50000,Free,0
71515918,29313,20480,5000000,Free,0
21802737,70991,0,5000000,Free,0
41676786,1802,26624,100000,Free,0
87266503,1383,52224,100000,Free,0
93412580,23175,41984,1000000,Free,0
46633959,5868,20480,500000,Free,0
35920157,5448,12288,500000,Free,0
38313954,4159,49152,500000,Free,0
25411490,20815,10240,1000000,Free,0
44932445,78662,22528,1000000,Free,0
91684429,7149,11264,1000000,Free,0
65491201,3079,8704,100000,Free,0
13282753,5800,8806,100000,Free,0
27587588,6989,0,1000000,Free,0
38200694,16422,28672,1000000,Free,0
91334677,286897,39936,10000000,Free,0
40973372,103755,14336,10000000,Free,0
83509976,46505,19456,1000000,Free,0
42961538,11442,6963,100000,Paid,4.99
58358882,10295,39936,100000,Paid,4.99
62112680,1002859,35840,100000000,Free,0
65377791,413,29696,10000,Free,0
36170219,23175,41984,1000000,Free,0
87354404,24005,5018,500000,Free,0
70232093,57106,27648,1000000,Free,0
16120378,2249,32768,500000,Free,0
47634359,516,12288,50000,Free,0
38034332,834,15360,50000,Free,0
71809461,1010,11264,50000,Free,0
61399655,238970,28672,1000000,Free,0
14358013,302,2253,10000,Free,0
97886843,438,3482,10000,Free,0
50980885,73,8499,10000,Free,0
64408797,39,4403,10000,Free,0
72797769,144,4813,10000,Free,0
25195362,2181,10240,100000,Free,0
86193647,93965,15360,5000000,Free,0
79631008,1446,7270,100000,Free,0
46534765,12088,21504,1000000,Free,0
89842436,314,6246,100000,Free,0
15251665,15194,15360,1000000,Free,0
43302167,22551,11264,1000000,Free,0
77234581,29839,29696,1000000,Free,0
81034324,279,3379,100000,Free,0
41980192,1677,40960,100000,Free,0
57431449,757,10240,10000,Free,0
83228774,125,4813,5000,Free,0
38483088,9952,38912,500000,Free,0
18750009,21,6861,5000,Free,0
90403789,15,37888,1000,Free,0
61198335,51981,0,5000000,Free,0
45539428,3596,7987,10000,Free,0
14681842,1006,19456,50000,Free,0
82543152,5968,5837,1000000,Free,0
49506043,4895,35840,100000,Free,0
46640622,125257,17408,10000000,Free,0
60388777,1429035,0,100000000,Free,0
79452701,158679,9011,5000000,Free,0
82490925,4187998,16384,100000000,Free,0
86357838,659395,11264,100000000,Free,0
77526501,4785892,11264,500000000,Free,0
11387770,66602,0,50000000,Free,0
99700131,30209,15360,5000000,Free,0
28689349,36901,6758,5000000,Free,0
29255410,192948,6758,10000000,Free,0
97059276,13698,5222,10000000,Free,0
15533181,20769,18432,1000000,Free,0
82968170,36880,4096,1000000,Free,0
36110292,615381,37888,10000000,Free,0
14651718,33053,22528,5000000,Free,0
23114529,3648120,3379,100000000,Free,0
32809465,136662,32768,10000000,Free,0
62343494,42370,37888,1000000,Free,0
24503157,2083237,0,500000000,Free,0
57053123,541389,0,10000000,Free,0
24680542,40751,35840,10000000,Free,0
67194647,17712922,40960,500000000,Free,0
77776345,25021,62464,5000000,Free,0
79786385,27187,67584,5000000,Free,0
18956245,4785988,11264,500000000,Free,0
35094839,122498,79,10000000,Free,0
22495974,132014,25600,10000000,Free,0
60688571,83239,14336,5000000,Free,0
33510239,594728,0,50000000,Free,0
23051340,2876500,24576,100000000,Free,0
79725336,28238,17408,1000000,Free,0
69232711,335646,8499,10000000,Free,0
93868910,349384,8397,10000000,Free,0
87619028,37320,8602,1000000,Free,0
60071715,36893,4096,1000000,Free,0
58411079,15880,32768,1000000,Free,0
86617169,2264916,6246,50000000,Free,0
41186213,541389,0,10000000,Free,0
91298692,42925,2867,1000000,Free,0
36681293,3648480,3379,100000000,Free,0
61600189,17714850,40960,500000000,Free,0
78468024,13100,2253,1000000,Free,0
71175664,55098,4403,1000000,Free,0
29653699,1133501,4813,10000000,Free,0
94818194,12578,2355,500000,Free,0
73921669,10965,2355,500000,Free,0
66531035,18247,0,100000,Paid,3.99
33792141,190613,11264,10000000,Free,0
55526417,125232,2765,10000000,Free,0
34564725,83239,14336,5000000,Free,0
98820722,72065,13312,1000000,Free,0
97551270,27540,3789,1000000,Free,0
88271287,104990,10240,5000000,Free,0
21303148,177703,13312,10000000,Free,0
71668654,17529,10240,1000000,Free,0
40973610,177263,13312,10000000,Free,0
53133133,237468,9011,1000000,Free,0
82217661,32254,5632,1000000,Free,0
46302367,483565,20480,10000000,Free,0
76937547,552441,29696,10000000,Free,0
81103012,93825,11264,5000000,Free,0
33137032,15287,17408,1000000,Free,0
57290732,205739,17408,5000000,Free,0
29335523,9498,118,1000000,Free,0
57411668,4188142,16384,100000000,Free,0
75292520,88427,5222,5000000,Free,0
58844831,183374,45056,1000000,Free,0
47396549,20901,7475,1000000,Free,0
81132350,122595,30720,1000000,Free,0
82324542,124346,695,10000000,Free,0
85708559,255,1638,10000,Free,0
49555937,41420,19456,5000000,Free,0
63047449,4785988,11264,500000000,Free,0
48547394,594728,0,50000000,Free,0
13785053,29208,23552,1000000,Free,0
90017853,191032,26624,5000000,Free,0
71294774,1545,0,10000,Paid,3.99
38926841,57,6349,1000,Paid,6.99
84638405,2,17408,100,Paid,7.99
24954227,285726,15360,10000000,Free,0
48287193,2556,57344,100000,Free,0
20751915,7779,12288,500000,Free,0
25365507,61637,11264,5000000,Free,0
66725206,12632,29696,1000000,Free,0
24702251,313724,0,10000000,Free,0
30007544,48845,40960,1000000,Free,0
84058943,31320,54272,5000000,Free,0
68088476,172460,3174,5000000,Free,0
52096833,4195,24576,100000,Free,0
82483291,11633,23552,500000,Free,0
54601381,10212,5120,1000000,Free,0
36556541,37053,45056,1000000,Free,0
66527529,667,27648,10000,Free,0
86216472,13202,6246,1000000,Free,0
43547360,1157,21504,100000,Free,0
16014698,212626,11264,10000000,Free,0
84331803,222888,21504,1000000,Free,0
36730205,2067,24576,100000,Free,0
25657754,1643,31744,500000,Free,0
41561018,105,27648,5000,Free,0
79837967,3414,6349,500000,Free,0
57640882,11806,12288,1000000,Free,0
22257087,1999,8192,100000,Free,0
87102465,22544,6042,1000000,Free,0
27568103,97684,8090,1000000,Free,0
14614391,2519,5120,100000,Free,0
47077236,1146,1434,100000,Free,0
50541807,13046,13312,500000,Free,0
57615446,17268,40960,500000,Free,0
32250029,8722,13312,500000,Free,0
16683285,953,19456,100000,Free,0
50753054,2593,5120,500000,Free,0
64519420,5377,19456,500000,Free,0
11772306,852,27648,100000,Free,0
55239129,212,3072,50000,Free,0
81605596,1972,13312,1000000,Free,0
14250097,35206,7373,1000000,Free,0
44617265,5164,25600,100000,Free,0
51038101,1939,0,100000,Free,0
89063451,277,5837,100000,Free,0
99091411,80,5632,10000,Free,0
93455644,825,0,100000,Free,0
92551062,40035,6656,1000000,Free,0
67147915,1093,5939,100000,Free,0
89336877,1601,3891,500000,Free,0
97127421,2212,41984,100000,Free,0
57096840,57081,8090,1000000,Free,0
84050799,241,2867,50000,Free,0
20031599,63986,20480,5000000,Free,0
87804082,7888,15360,500000,Free,0
38341135,535,28672,100000,Free,0
47043262,5084,9830,100000,Free,0
81737937,2430,13312,500000,Free,0
45208441,285726,15360,10000000,Free,0
82046620,48845,40960,1000000,Free,0
95467941,2556,57344,100000,Free,0
49555690,7779,12288,500000,Free,0
75843137,837,9626,100000,Free,0
73356990,12632,29696,1000000,Free,0
36645316,61637,11264,5000000,Free,0
56884865,5377,19456,500000,Free,0
87082190,11633,23552,500000,Free,0
78961185,313724,0,10000000,Free,0
74277310,738,27648,10000,Free,0
29571104,953,19456,100000,Free,0
73513859,4631,46080,100000,Free,0
78580323,222888,21504,1000000,Free,0
32679944,17268,40960,500000,Free,0
47177458,5164,25600,100000,Free,0
53633986,4953,15360,1000000,Free,0
97583885,4195,24576,100000,Free,0
97543198,212626,11264,10000000,Free,0
97705654,1439,38912,50000,Free,0
85014892,1645,31744,500000,Free,0
55306440,13204,6246,1000000,Free,0
37494809,853,27648,100000,Free,0
22960699,337,32768,10000,Free,0
67428625,13049,13312,500000,Free,0
71487169,51698,64512,1000000,Free,0
51735291,923,45056,100000,Free,0
42780564,1546,0,10000,Paid,3.99
89373792,149,16384,10000,Free,0
68063176,198,28672,10000,Free,0
75833741,22545,6042,1000000,Free,0
16443605,8723,13312,500000,Free,0
39787613,23170,9216,500000,Free,0
40012670,13890,20480,500000,Free,0
94937562,57083,8090,1000000,Free,0
93129575,537,28672,100000,Free,0
65195067,13440,50176,500000,Free,0
87046852,143,27648,10000,Free,0
99038127,1059,18432,100000,Free,0
42172997,894,14336,100000,Free,0
35104082,6191,27648,500000,Free,0
89061164,2212,41984,100000,Free,0
41935889,15081,38912,1000000,Free,0
52302531,80,5632,10000,Free,0
74684805,218,27648,10000,Free,0
79461220,35205,7373,1000000,Free,0
45929447,243950,21504,10000000,Free,0
69937216,236,9011,10000,Free,0
23565185,5152,38912,100000,Free,0
53776209,1576,0,10000,Free,0
97825900,6701,11264,1000000,Free,0
26529422,40039,6656,1000000,Free,0
94415595,742,26624,50000,Free,0
90916475,187,19456,10000,Free,0
61878878,2506,6246,500000,Free,0
20605937,182986,78848,5000000,Free,0
90408214,8661,9728,1000000,Free,0
19658125,8,14336,1000,Free,0
74972990,59,38912,5000,Free,0
18363127,35,16384,1000,Free,0
85322953,28,3482,500,Free,0
58298810,125,4813,5000,Free,0
53061857,185,5120,10000,Free,0
14109679,6,5018,100,Free,0
45942377,110,5018,10000,Free,0
13286858,3,3994,100,Free,0
74698788,5,4506,1000,Free,0
49776732,84,4608,1000,Free,0
37817959,2,71680,100,Free,0
98295131,20,5018,500,Free,0
55126562,776,5018,5000,Free,0
43599156,2,16384,100,Free,0
37991401,14,21504,5000,Free,0
66842372,1,9421,10,Free,0
78645291,5,9523,500,Free,0
74232318,18,5120,500,Free,0
83372513,6,5120,100,Free,0
46482732,5,5120,100,Free,0
82039988,1,5632,500,Free,0
82140391,11,11264,1000,Free,0
68762230,3,25600,100,Free,0
54559995,101,15360,10000,Free,0
57553013,120,10240,500,Free,0
43864840,24,5018,1000,Free,0
70847346,6,9216,100,Free,0
14817026,4954,15360,1000000,Free,0
71444979,954,19456,100000,Free,0
22470322,2560,57344,100000,Free,0
26415811,59,38912,5000,Free,0
30374228,10212,5120,1000000,Free,0
26448121,105,27648,5000,Free,0
69878350,28,3482,500,Free,0
94259996,6,5018,100,Free,0
81570130,5168,25600,100000,Free,0
88066042,12633,29696,1000000,Free,0
38861839,41605,8294,500000,Free,0
51183517,8,14336,1000,Free,0
98078100,218,27648,10000,Free,0
97077450,3,3994,100,Free,0
76343765,2433,13312,500000,Free,0
82354987,185,5120,10000,Free,0
30244999,80,5632,10000,Free,0
51886012,35,16384,1000,Free,0
39449217,5,14336,500,Free,0
37877009,125,4813,5000,Free,0
50455342,791,3789,10000,Free,0
76647782,110,5018,10000,Free,0
98093522,5323,3584,50000,Free,0
70798001,478,4608,10000,Free,0
93851721,825,0,100000,Free,0
95517374,69,36864,5000,Free,0
42329383,158,4608,10000,Free,0
68568305,24,19456,1000,Free,0
40080922,53,14336,10000,Free,0
21131710,182986,78848,5000000,Free,0
46667573,1157,21504,100000,Free,0
26519107,97699,8090,1000000,Free,0
39883281,181893,18432,10000000,Free,0
21479819,2544,18432,100000,Free,0
48404327,85375,21504,5000000,Free,0
90348594,314299,3379,10000000,Free,0
14733471,9770,39936,5000000,Free,0
23403606,32346,3277,1000000,Free,0
40877615,4075,5222,500000,Free,0
89887023,10611,11264,500000,Free,0
94211875,9321,27648,1000000,Free,0
47267550,56065,37888,1000000,Free,0
88956535,133136,26624,1000000,Free,0
92565758,390,41984,500000,Free,0
59453724,1090,50176,1000000,Free,0
46739209,266948,21504,10000000,Free,0
88232197,342918,8294,10000000,Free,0
32931663,748,52224,1000000,Free,0
16805524,172640,14336,5000000,Free,0
68553571,61,18432,50000,Free,0
60612730,1619,3072,1000000,Free,0
31116071,3168,19456,1000000,Free,0
43633604,6736,22528,1000000,Free,0
89878288,7005,7066,1000000,Free,0
19733662,889,7578,500000,Free,0
99158761,5741,86016,1000000,Free,0
16405227,27572,25600,5000000,Free,0
19049692,10852,18432,1000000,Free,0
46697394,1929,2560,500000,Free,0
76032993,1516,3994,100000,Free,0
70434964,423,21504,100000,Free,0
27803458,254519,27648,5000000,Free,0
62582053,85375,21504,5000000,Free,0
61416190,181893,18432,10000000,Free,0
65963256,99020,18432,1000000,Free,0
37852341,32381,10240,1000000,Free,0
58371907,272145,0,10000000,Free,0
18459323,56897,99328,1000000,Free,0
96279955,8599,17408,1000000,Free,0
36580757,304,2048,10000,Free,0
60648630,358,1946,50000,Free,0
84162099,11904,1843,1000000,Free,0
33142015,22251,1843,1000000,Free,0
98744635,22384,17408,1000000,Free,0
53389711,99020,18432,1000000,Free,0
93918859,73404,5427,1000000,Free,0
52323326,25183,5530,1000000,Free,0
63148295,52743,5530,1000000,Free,0
37266995,61749,5530,1000000,Free,0
84621705,55704,15360,1000000,Free,0
79813248,19277,5427,1000000,Free,0
41256516,13612,49152,100000,Free,0
85092010,37862,5530,1000000,Free,0
69551708,18372,48128,100000,Free,0
66889495,656,556,10000,Free,0
67112472,240,29696,10000,Free,0
53392892,275,2355,50000,Free,0
82460888,3692,4506,100000,Free,0
47694043,2363,6758,100000,Free,0
57697614,430,526,10000,Free,0
66228854,756,12288,100000,Free,0
77117735,316,29696,50000,Free,0
27592947,85375,21504,5000000,Free,0
76784950,181893,18432,10000000,Free,0
31020616,99020,18432,1000000,Free,0
89292132,22384,17408,1000000,Free,0
30207026,32380,10240,1000000,Free,0
49468672,172505,77824,5000000,Free,0
26858661,8599,17408,1000000,Free,0
14038451,7973,18432,1000000,Free,0
22620063,266935,21504,10000000,Free,0
91440290,142632,7066,5000000,Free,0
92670365,55256,14336,5000000,Free,0
36722258,172508,77824,5000000,Free,0
19974701,54798,11264,1000000,Free,0
94715082,4815,19456,500000,Free,0
29291937,75112,6656,1000000,Free,0
20475515,33646,7168,1000000,Free,0
24003847,314300,3379,10000000,Free,0
51524651,206527,21504,10000000,Free,0
98351582,3816,2662,500000,Free,0
78533424,47847,21504,1000000,Free,0
79295027,16195,5325,1000000,Free,0
97562900,206,18432,50000,Free,0
62801491,3241,16384,100000,Free,0
26661818,835,15360,100000,Free,0
67116983,2525,1229,100000,Free,0
54246743,200058,18432,10000000,Free,0
76366719,1239,1843,100000,Free,0
88490330,702,7782,10000,Free,0
38285823,148550,60416,10000000,Free,0
54852703,3847,7066,500000,Free,0
99290237,55256,14336,5000000,Free,0
89564336,84309,41984,5000000,Free,0
67667097,4815,19456,500000,Free,0
49870756,172508,77824,5000000,Free,0
30299709,266948,21504,10000000,Free,0
30960289,14206,21504,500000,Free,0
46501230,206532,21504,10000000,Free,0
32580679,14700,21504,1000000,Free,0
30951684,37862,5530,1000000,Free,0
13638086,1405,7475,100000,Free,0
77817852,148549,60416,10000000,Free,0
76658895,84311,41984,5000000,Free,0
45670838,206532,21504,10000000,Free,0
64896752,172508,77824,5000000,Free,0
13703683,256079,7782,1000000,Free,0
48127137,2078,0,100000,Free,0
75896676,16103,13312,1000000,Free,0
12475680,11,64512,1000,Paid,3.99
69909394,21,45056,1000,Paid,5.99
50716371,31085,24576,500000,Paid,3.99
19288897,3528,24576,100000,Paid,3.99
30285745,11656,4608,1000000,Free,0
24638044,296771,11264,10000000,Free,0
68933411,470089,0,50000000,Free,0
78098882,10939,4710,10000000,Free,0
97197094,22508,3379,10000000,Free,0
76781323,10291,6656,5000000,Free,0
91832774,6979,12288,1000000,Free,0
81970432,103078,5734,5000000,Free,0
71090268,17682,9933,1000000,Free,0
32898068,37000,15360,1000000,Free,0
47325200,1828284,53248,100000000,Free,0
92429061,46916,4608,1000000,Free,0
97645712,702975,50176,50000000,Free,0
26038808,32458,18432,5000000,Free,0
60349622,235496,13312,10000000,Free,0
58007740,11661,4096,1000000,Free,0
34095891,653008,16384,10000000,Free,0
12788045,23063,17408,1000000,Free,0
85056822,411683,24576,50000000,Free,0
74235119,8918,0,1000000,Free,0
94503971,29690,79872,1000000,Free,0
90885012,130549,0,5000000,Free,0
19141230,613059,25600,50000000,Free,0
95054573,1633682,58368,100000000,Free,0
78825210,2646,9318,100000,Free,0
53265244,21867,39936,1000000,Free,0
82269237,653008,16384,10000000,Free,0
23789038,2639,8704,100000,Free,0
64484207,1511,12288,100000,Free,0
78889766,44550,73728,1000000,Free,0
47416735,2442,9830,100000,Free,0
18535014,155234,22528,1000000,Free,0
83718990,12216,13312,1000000,Free,0
91819853,92058,12288,10000000,Free,0
19401530,493,23552,50000,Free,0
72930138,33387,20480,1000000,Free,0
75125084,123279,25600,10000000,Free,0
52290522,27424,17408,1000000,Free,0
62580085,29706,19456,1000000,Free,0
91926411,288150,21504,5000000,Free,0
48481761,14807,19456,1000000,Free,0
56675261,35928,19456,1000000,Free,0
74737367,64448,4506,1000000,Free,0
21422514,22378,19456,1000000,Free,0
15143008,296829,11264,10000000,Free,0
86854274,92058,12288,10000000,Free,0
58579371,123279,25600,10000000,Free,0
65114582,288150,21504,5000000,Free,0
81177877,16372,13312,500000,Free,0
88125240,58028,17408,5000000,Free,0
85208067,33387,20480,1000000,Free,0
38127983,736864,20480,10000000,Free,0
65089237,29706,19456,1000000,Free,0
95860365,27424,17408,1000000,Free,0
38317082,1968,21504,500000,Free,0
55650900,35279,15360,1000000,Free,0
39666287,35931,19456,1000000,Free,0
84981434,14807,19456,1000000,Free,0
46623158,17247,7373,1000000,Free,0
13602895,87723,32768,10000000,Free,0
74660433,197774,45056,10000000,Free,0
19540655,8674,19456,1000000,Free,0
57101102,296771,11264,10000000,Free,0
80707494,123279,25600,10000000,Free,0
87519333,653008,16384,10000000,Free,0
75436573,33387,20480,1000000,Free,0
35153439,288150,21504,5000000,Free,0
13234660,115033,30720,10000000,Free,0
47612834,801,58368,100000,Free,0
74791955,29706,19456,1000000,Free,0
40852883,27424,17408,1000000,Free,0
31870713,35279,15360,1000000,Free,0
78608586,35931,19456,1000000,Free,0
60537485,22378,19456,1000000,Free,0
76705515,14807,19456,1000000,Free,0
83814835,197774,45056,10000000,Free,0
82306337,8674,19456,1000000,Free,0
98138034,8968,35840,1000000,Free,0
40878731,303,45056,10000,Free,0
78902359,1856,20480,100000,Free,0
15649293,50725,19456,5000000,Free,0
44466769,123279,25600,10000000,Free,0
19396424,1575,44032,100000,Free,0
87769420,23666,3686,1000000,Free,0
58980660,67554,7885,1000000,Free,0
44354825,38769,45056,1000000,Free,0
49218130,160164,12288,10000000,Free,0
53558229,3771,54272,100000,Paid,2.99
27873661,256664,78848,10000000,Free,0
90477631,3782,9728,100000,Free,0
65747260,7074,6451,500000,Free,0
34673247,2153,6042,50000,Free,0
85347586,20611,12288,1000000,Free,0
44122389,811,2867,10000,Free,0
43510975,15558,26624,1000000,Free,0
37561072,573,8909,100000,Free,0
88008846,3874,14336,100000,Free,0
56085976,464,9114,100000,Free,0
82742818,731,11264,50000,Free,0
13523595,69,334,1000,Free,0
84976649,8800,24576,1000000,Free,0
79847929,99,13312,10000,Free,0
82371624,456,2867,50000,Free,0
89933748,5839,3584,100000,Free,0
95167692,4,62464,500,Free,0
11976850,663,6144,100000,Free,0
72231392,16,2355,100,Free,0
69676176,1065,9216,100000,Free,0
76629381,12,29696,1000,Free,0
18500652,4298,4506,100000,Free,0
52271934,1,21504,100,Free,0
47723141,100,27648,50000,Free,0
99235940,399,24576,100000,Free,0
95031782,28,6451,1000,Free,0
28774418,7,3891,500,Free,0
98848618,124424,0,10000000,Free,0
76898061,52306,43008,5000000,Free,0
98424837,42644,19456,5000000,Free,0
42537477,278082,71680,10000000,Free,0
77495100,6076,32768,500000,Free,0
31880314,112656,95232,5000000,Free,0
97045178,31906,0,1000000,Free,0
69646420,957973,40960,10000000,Free,0
39715662,167168,20480,1000000,Free,0
77614107,34428,15360,10000000,Free,0
52207434,15247,28672,1000000,Free,0
23475024,48445,10240,5000000,Free,0
65045422,21996,14336,1000000,Free,0
96996566,12073,43008,1000000,Free,0
66504299,111632,66560,1000000,Free,0
79181888,250706,37888,10000000,Free,0
32084313,64959,39936,1000000,Free,0
58222916,659741,48128,50000000,Free,0
35428719,510392,80896,10000000,Free,0
23617885,7215,18432,1000000,Free,0
77045442,60449,102400,1000000,Free,0
48110726,381788,32768,10000000,Free,0
87577096,10697,47104,1000000,Free,0
86100514,31804,10035,5000000,Free,0
33367031,3856,8397,1000000,Free,0
31379683,1336246,39936,10000000,Free,0
45889959,257,45056,10000,Free,0
29667480,283,5120,100000,Free,0
62209568,12304,21504,100000,Free,0
79162192,8188,22528,100000,Free,0
